in_cbsa,CBSA Title,STATE,category,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_0_perc,bin_1_perc,bin_2_perc,bin_3_perc,bin_4_perc,bin_5_perc,bin_6_perc,bin_7_perc
1,,California,other_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,,,,,,,,
1,,California,total_diversity_exp,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,,,,,,,,
1,,California,total_diversity_resi,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,,,,,,,,
1,,California,diff,-0.55,-0.38750000000000007,-0.22500000000000003,-0.0625,0.09999999999999998,0.26249999999999996,0.42500000000000004,0.5874999999999999,0.75,,,,,,,,
1,"Red Bluff, CA",California,white_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.6363636363636364,0.2727272727272727
1,"Red Bluff, CA",California,black_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"Red Bluff, CA",California,asian_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.8181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0
1,"Red Bluff, CA",California,hispanic_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.0,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.18181818181818182,0.09090909090909091
1,"Red Bluff, CA",California,other_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"Red Bluff, CA",California,total_diversity_exp,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.0,0.0,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.0,0.0
1,"Red Bluff, CA",California,total_diversity_resi,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.0,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.0,0.0
1,"Red Bluff, CA",California,diff,-0.55,-0.38750000000000007,-0.22500000000000003,-0.0625,0.09999999999999998,0.26249999999999996,0.42500000000000004,0.5874999999999999,0.75,0.0,0.0,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.0,0.0,0.0
1,"Salinas, CA",California,white_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.021505376344086023,0.07526881720430108,0.043010752688172046,0.11827956989247312,0.15053763440860216,0.15053763440860216,0.3655913978494624,0.06451612903225806
1,"Salinas, CA",California,black_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.7526881720430108,0.21505376344086022,0.021505376344086023,0.0,0.0,0.0,0.0,0.0
1,"Salinas, CA",California,asian_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.11827956989247312,0.3978494623655914,0.40860215053763443,0.053763440860215055,0.010752688172043012,0.0,0.0,0.0
1,"Salinas, CA",California,hispanic_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.010752688172043012,0.03225806451612903,0.03225806451612903,0.13978494623655913,0.17204301075268819,0.23655913978494625,0.26881720430107525,0.0967741935483871
1,"Salinas, CA",California,other_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.3763440860215054,0.41935483870967744,0.15053763440860216,0.043010752688172046,0.0,0.0,0.0,0.0
1,"Salinas, CA",California,total_diversity_exp,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.03225806451612903,0.043010752688172046,0.08602150537634409,0.12903225806451613,0.3225806451612903,0.23655913978494625,0.11827956989247312,0.021505376344086023
1,"Salinas, CA",California,total_diversity_resi,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.07526881720430108,0.06451612903225806,0.1827956989247312,0.13978494623655913,0.15053763440860216,0.21505376344086022,0.0967741935483871,0.07526881720430108
1,"Salinas, CA",California,diff,-0.55,-0.38750000000000007,-0.22500000000000003,-0.0625,0.09999999999999998,0.26249999999999996,0.42500000000000004,0.5874999999999999,0.75,0.0,0.0,0.23655913978494625,0.44086021505376344,0.2903225806451613,0.021505376344086023,0.0,0.0
1,"Sacramento-Roseville-Folsom, CA",California,white_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.0,0.018518518518518517,0.05761316872427984,0.13786008230452676,0.31893004115226337,0.4609053497942387
1,"Sacramento-Roseville-Folsom, CA",California,black_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.36419753086419754,0.19753086419753085,0.2736625514403292,0.12551440329218108,0.030864197530864196,0.00205761316872428,0.0,0.0
1,"Sacramento-Roseville-Folsom, CA",California,asian_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0411522633744856,0.15637860082304528,0.23868312757201646,0.2613168724279835,0.10905349794238683,0.11316872427983539,0.0720164609053498,0.00205761316872428
1,"Sacramento-Roseville-Folsom, CA",California,hispanic_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.00205761316872428,0.0205761316872428,0.16049382716049382,0.3045267489711934,0.28189300411522633,0.1646090534979424,0.059670781893004114
1,"Sacramento-Roseville-Folsom, CA",California,other_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.01646090534979424,0.4547325102880658,0.44238683127572015,0.06584362139917696,0.01440329218106996,0.0,0.0,0.0
1,"Sacramento-Roseville-Folsom, CA",California,total_diversity_exp,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.0,0.01440329218106996,0.06790123456790123,0.1337448559670782,0.25925925925925924,0.31275720164609055,0.205761316872428
1,"Sacramento-Roseville-Folsom, CA",California,total_diversity_resi,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.00411522633744856,0.030864197530864196,0.08436213991769548,0.1337448559670782,0.16666666666666666,0.17901234567901234,0.18518518518518517,0.21604938271604937
1,"Sacramento-Roseville-Folsom, CA",California,diff,-0.55,-0.38750000000000007,-0.22500000000000003,-0.0625,0.09999999999999998,0.26249999999999996,0.42500000000000004,0.5874999999999999,0.75,0.0,0.0,0.012345679012345678,0.654320987654321,0.3045267489711934,0.02263374485596708,0.0,0.0
1,"Los Angeles-Long Beach-Anaheim, CA",California,white_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.044444444444444446,0.09401709401709402,0.10735042735042735,0.10837606837606838,0.10427350427350428,0.12205128205128205,0.24923076923076923,0.1675213675213675
1,"Los Angeles-Long Beach-Anaheim, CA",California,black_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.39487179487179486,0.3569230769230769,0.10905982905982906,0.053675213675213676,0.03452991452991453,0.028717948717948718,0.01641025641025641,0.003076923076923077
1,"Los Angeles-Long Beach-Anaheim, CA",California,asian_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.08,0.12547008547008548,0.19692307692307692,0.2505982905982906,0.15692307692307692,0.09367521367521367,0.07794871794871795,0.015726495726495728
1,"Los Angeles-Long Beach-Anaheim, CA",California,hispanic_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0010256410256410256,0.010256410256410256,0.035897435897435895,0.06905982905982906,0.14153846153846153,0.2188034188034188,0.3411965811965812,0.1794871794871795
1,"Los Angeles-Long Beach-Anaheim, CA",California,other_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.3528205128205128,0.6037606837606838,0.03965811965811966,0.0006837606837606838,0.0003418803418803419,0.0,0.0,0.0
1,"Los Angeles-Long Beach-Anaheim, CA",California,total_diversity_exp,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.002735042735042735,0.03111111111111111,0.04376068376068376,0.060854700854700856,0.15384615384615385,0.37504273504273505,0.3288888888888889,0.0010256410256410256
1,"Los Angeles-Long Beach-Anaheim, CA",California,total_diversity_resi,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.049914529914529916,0.04341880341880342,0.07487179487179488,0.11965811965811966,0.1623931623931624,0.26085470085470086,0.24615384615384617,0.042735042735042736
1,"Los Angeles-Long Beach-Anaheim, CA",California,diff,-0.55,-0.38750000000000007,-0.22500000000000003,-0.0625,0.09999999999999998,0.26249999999999996,0.42500000000000004,0.5874999999999999,0.75,0.0,0.0003418803418803419,0.09128205128205129,0.6304273504273504,0.2570940170940171,0.015384615384615385,0.0006837606837606838,0.0020512820512820513
1,"San Jose-Sunnyvale-Santa Clara, CA",California,white_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0026109660574412533,0.0026109660574412533,0.08093994778067885,0.11488250652741515,0.07049608355091384,0.12010443864229765,0.3028720626631854,0.30548302872062666
1,"San Jose-Sunnyvale-Santa Clara, CA",California,black_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.814621409921671,0.17493472584856398,0.010443864229765013,0.0,0.0,0.0,0.0,0.0
1,"San Jose-Sunnyvale-Santa Clara, CA",California,asian_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.028720626631853787,0.02610966057441253,0.03655352480417755,0.0731070496083551,0.185378590078329,0.402088772845953,0.24804177545691905
1,"San Jose-Sunnyvale-Santa Clara, CA",California,hispanic_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0026109660574412533,0.03655352480417755,0.06788511749347259,0.13577023498694518,0.195822454308094,0.1671018276762402,0.2558746736292428,0.13838120104438642
1,"San Jose-Sunnyvale-Santa Clara, CA",California,other_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.08877284595300261,0.8093994778067886,0.10182767624020887,0.0,0.0,0.0,0.0,0.0
1,"San Jose-Sunnyvale-Santa Clara, CA",California,total_diversity_exp,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.0,0.0,0.0026109660574412533,0.05483028720626632,0.34203655352480417,0.5926892950391645,0.007832898172323759
1,"San Jose-Sunnyvale-Santa Clara, CA",California,total_diversity_resi,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.0,0.018276762402088774,0.05483028720626632,0.1566579634464752,0.3368146214099217,0.3681462140992167,0.06527415143603134
1,"San Jose-Sunnyvale-Santa Clara, CA",California,diff,-0.55,-0.38750000000000007,-0.22500000000000003,-0.0625,0.09999999999999998,0.26249999999999996,0.42500000000000004,0.5874999999999999,0.75,0.0,0.0,0.0391644908616188,0.7780678851174935,0.17754569190600522,0.005221932114882507,0.0,0.0
1,"Santa Rosa-Petaluma, CA",California,white_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.0,0.010101010101010102,0.0,0.13131313131313133,0.36363636363636365,0.494949494949495
1,"Santa Rosa-Petaluma, CA",California,black_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.9494949494949495,0.050505050505050504,0.0,0.0,0.0,0.0,0.0,0.0
1,"Santa Rosa-Petaluma, CA",California,asian_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.16161616161616163,0.7171717171717171,0.12121212121212122,0.0,0.0,0.0,0.0,0.0
1,"Santa Rosa-Petaluma, CA",California,hispanic_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.010101010101010102,0.08080808080808081,0.1717171717171717,0.40404040404040403,0.2828282828282828,0.050505050505050504
1,"Santa Rosa-Petaluma, CA",California,other_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.04040404040404041,0.8181818181818182,0.13131313131313133,0.010101010101010102,0.0,0.0,0.0,0.0
1,"Santa Rosa-Petaluma, CA",California,total_diversity_exp,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.0,0.010101010101010102,0.10101010101010101,0.32323232323232326,0.5454545454545454,0.020202020202020204,0.0
1,"Santa Rosa-Petaluma, CA",California,total_diversity_resi,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.030303030303030304,0.13131313131313133,0.21212121212121213,0.2828282828282828,0.2828282828282828,0.06060606060606061,0.0
1,"Santa Rosa-Petaluma, CA",California,diff,-0.55,-0.38750000000000007,-0.22500000000000003,-0.0625,0.09999999999999998,0.26249999999999996,0.42500000000000004,0.5874999999999999,0.75,0.0,0.0,0.030303030303030304,0.5959595959595959,0.37373737373737376,0.0,0.0,0.0
1,"Bakersfield, CA",California,white_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.026490066225165563,0.0728476821192053,0.07947019867549669,0.13245033112582782,0.1390728476821192,0.2980132450331126,0.23178807947019867
1,"Bakersfield, CA",California,black_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.24503311258278146,0.5629139072847682,0.1390728476821192,0.019867549668874173,0.013245033112582781,0.0,0.0,0.0
1,"Bakersfield, CA",California,asian_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.39072847682119205,0.4768211920529801,0.09271523178807947,0.013245033112582781,0.006622516556291391,0.0,0.0,0.0
1,"Bakersfield, CA",California,hispanic_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.006622516556291391,0.039735099337748346,0.046357615894039736,0.08609271523178808,0.1456953642384106,0.41721854304635764,0.23841059602649006
1,"Bakersfield, CA",California,other_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.3443708609271523,0.609271523178808,0.026490066225165563,0.0,0.0,0.0,0.0,0.0
1,"Bakersfield, CA",California,total_diversity_exp,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.039735099337748346,0.046357615894039736,0.1390728476821192,0.17880794701986755,0.4900662251655629,0.08609271523178808,0.0
1,"Bakersfield, CA",California,total_diversity_resi,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.013245033112582781,0.0728476821192053,0.09271523178807947,0.12582781456953643,0.26490066225165565,0.2119205298013245,0.2185430463576159,0.0
1,"Bakersfield, CA",California,diff,-0.55,-0.38750000000000007,-0.22500000000000003,-0.0625,0.09999999999999998,0.26249999999999996,0.42500000000000004,0.5874999999999999,0.75,0.0,0.0,0.1986754966887417,0.5231788079470199,0.25165562913907286,0.006622516556291391,0.0,0.0
1,"Madera, CA",California,white_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.0,0.13043478260869565,0.13043478260869565,0.391304347826087,0.21739130434782608,0.13043478260869565
1,"Madera, CA",California,black_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.8260869565217391,0.13043478260869565,0.043478260869565216,0.0,0.0,0.0,0.0,0.0
1,"Madera, CA",California,asian_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.30434782608695654,0.6521739130434783,0.043478260869565216,0.0,0.0,0.0,0.0,0.0
1,"Madera, CA",California,hispanic_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.0,0.043478260869565216,0.21739130434782608,0.13043478260869565,0.391304347826087,0.21739130434782608
1,"Madera, CA",California,other_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.34782608695652173,0.5652173913043478,0.08695652173913043,0.0,0.0,0.0,0.0,0.0
1,"Madera, CA",California,total_diversity_exp,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.0,0.043478260869565216,0.13043478260869565,0.5652173913043478,0.2608695652173913,0.0,0.0
1,"Madera, CA",California,total_diversity_resi,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.13043478260869565,0.13043478260869565,0.2608695652173913,0.17391304347826086,0.2608695652173913,0.0,0.043478260869565216
1,"Madera, CA",California,diff,-0.55,-0.38750000000000007,-0.22500000000000003,-0.0625,0.09999999999999998,0.26249999999999996,0.42500000000000004,0.5874999999999999,0.75,0.0,0.0,0.13043478260869565,0.43478260869565216,0.43478260869565216,0.0,0.0,0.0
1,"Ukiah, CA",California,white_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.0,0.0,0.05,0.1,0.35,0.5
1,"Ukiah, CA",California,black_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"Ukiah, CA",California,asian_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0
1,"Ukiah, CA",California,hispanic_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.05,0.05,0.15,0.3,0.45,0.0
1,"Ukiah, CA",California,other_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.65,0.25,0.05,0.0,0.0,0.05,0.0
1,"Ukiah, CA",California,total_diversity_exp,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.0,0.0,0.15,0.4,0.4,0.05,0.0
1,"Ukiah, CA",California,total_diversity_resi,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.05,0.1,0.2,0.2,0.4,0.05,0.0
1,"Ukiah, CA",California,diff,-0.55,-0.38750000000000007,-0.22500000000000003,-0.0625,0.09999999999999998,0.26249999999999996,0.42500000000000004,0.5874999999999999,0.75,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0
1,"Visalia, CA",California,white_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.038461538461538464,0.08974358974358974,0.0641025641025641,0.3076923076923077,0.32051282051282054,0.16666666666666666
1,"Visalia, CA",California,black_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.9871794871794872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"Visalia, CA",California,asian_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.41025641025641024,0.5641025641025641,0.01282051282051282,0.0,0.0,0.0,0.0,0.0
1,"Visalia, CA",California,hispanic_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.0,0.038461538461538464,0.08974358974358974,0.1282051282051282,0.3717948717948718,0.358974358974359
1,"Visalia, CA",California,other_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.6923076923076923,0.2948717948717949,0.0,0.0,0.0,0.0,0.0,0.0
1,"Visalia, CA",California,total_diversity_exp,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.0,0.07692307692307693,0.16666666666666666,0.3974358974358974,0.34615384615384615,0.0,0.0
1,"Visalia, CA",California,total_diversity_resi,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.05128205128205128,0.11538461538461539,0.11538461538461539,0.21794871794871795,0.48717948717948717,0.01282051282051282,0.0
1,"Visalia, CA",California,diff,-0.55,-0.38750000000000007,-0.22500000000000003,-0.0625,0.09999999999999998,0.26249999999999996,0.42500000000000004,0.5874999999999999,0.75,0.0,0.0,0.14102564102564102,0.7307692307692307,0.11538461538461539,0.0,0.0,0.0
1,"Yuba City, CA",California,white_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.9142857142857143
1,"Yuba City, CA",California,black_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.6857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
1,"Yuba City, CA",California,asian_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.11428571428571428,0.34285714285714286,0.42857142857142855,0.05714285714285714,0.02857142857142857,0.0,0.0
1,"Yuba City, CA",California,hispanic_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.6857142857142857,0.08571428571428572
1,"Yuba City, CA",California,other_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.5142857142857142,0.45714285714285713,0.0,0.0,0.0,0.0,0.0
1,"Yuba City, CA",California,total_diversity_exp,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.0,0.0,0.0,0.02857142857142857,0.2,0.7428571428571429,0.0
1,"Yuba City, CA",California,total_diversity_resi,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.0,0.0,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.37142857142857144,0.45714285714285713,0.02857142857142857
1,"Yuba City, CA",California,diff,-0.55,-0.38750000000000007,-0.22500000000000003,-0.0625,0.09999999999999998,0.26249999999999996,0.42500000000000004,0.5874999999999999,0.75,0.0,0.0,0.02857142857142857,0.7428571428571429,0.2,0.0,0.0,0.0
1,"San Diego-Chula Vista-Carlsbad, CA",California,white_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.001594896331738437,0.019138755980861243,0.08133971291866028,0.08452950558213716,0.07017543859649122,0.31738437001594894,0.4258373205741627
1,"San Diego-Chula Vista-Carlsbad, CA",California,black_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.39553429027113235,0.430622009569378,0.11004784688995216,0.049441786283891544,0.007974481658692184,0.006379585326953748,0.0,0.0
1,"San Diego-Chula Vista-Carlsbad, CA",California,asian_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.03189792663476874,0.25199362041467305,0.37161084529505584,0.14992025518341306,0.08293460925039872,0.06698564593301436,0.03668261562998405,0.007974481658692184
1,"San Diego-Chula Vista-Carlsbad, CA",California,hispanic_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.0,0.0,0.007974481658692184,0.05422647527910686,0.17703349282296652,0.2583732057416268,0.29505582137161085,0.20733652312599682
1,"San Diego-Chula Vista-Carlsbad, CA",California,other_diversity_exp,0.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.05741626794258373,0.7559808612440191,0.17703349282296652,0.009569377990430622,0.0,0.0,0.0,0.0
